"latitude","longitude","type","duration","temp","humidity"
-33.3169234054634,150.822907326484,"grassland",18,16,65
-33.9043415512672,150.401506224257,"forest",47,34,90
-33.1701858922556,150.778915454952,"grassland",16,30,43
-33.513615345681,150.507564665099,"forest",33,29,89
-33.2195737555278,150.610509089735,"grassland",19,22,63
-32.8082547394529,150.378613541196,"forest",27,23,94
-35.1050796487763,150.15667097375,"forest",26,31,73
-34.2223459767145,150.925054329603,"forest",27,29,65
-33.9263130174752,150.535636182965,"forest",29,28,89
-33.7846214809324,149.973705268946,"grassland",10,31,59
-34.057203383972,151.401068320669,"grassland",16,21,52
-34.1257426363851,149.710472230555,"forest",43,26,70
-33.5333252365947,150.849045273714,"grassland",16,30,40
-33.8437667344403,147.149967854626,"desert",29,36,3
-33.6746947460488,151.110535843016,"grassland",20,18,73
-33.1822736088938,150.876684325296,"grassland",15,21,40
-33.6355155924145,150.592566181496,"grassland",16,21,74
-32.8726917763571,150.839399187391,"forest",19,26,93
-32.3809234947478,149.662245420123,"grassland",16,24,46
-34.0880622500547,149.401885236352,"forest",36,30,83
-34.5357970291179,147.089759966973,"desert",39,37,16
-35.5224421253832,149.16342006178,"forest",27,30,74
-33.7895568165831,151.326789648132,"grassland",18,21,50
-34.0354667848905,150.850915593743,"forest",33,30,66
-33.8177579930015,150.152451249263,"grassland",21,28,58
-34.2256113719674,150.795125022436,"grassland",20,19,67
-34.0820756080665,149.746355136051,"forest",34,34,89
-32.4695453996782,147.640130586122,"desert",31,50,32
-32.4494496679587,147.848494816964,"desert",48,42,41
-35.0171354166302,149.956320094714,"forest",23,29,89
-33.7758577476554,150.602261176421,"grassland",23,18,41
-33.4365123589611,150.315506801642,"grassland",19,15,36
-34.2292823009805,146.694821538097,"desert",38,42,5
-32.4661067908462,147.760618349774,"desert",36,46,31
-33.6067525799355,150.83749394146,"grassland",19,22,55
-33.3508779171685,150.828703490084,"grassland",13,20,54
-32.767047902183,150.854619887122,"forest",23,28,81
-33.4413565100595,151.14399510003,"grassland",14,20,50
-34.6624795963228,150.386231729427,"forest",25,30,88
-34.1189540918983,150.929280840168,"grassland",11,17,45
-34.4108192990976,150.572498028146,"forest",21,24,82
-35.7858615284649,149.317717235707,"forest",24,26,73
-33.7658833712245,150.649718147996,"grassland",8,28,42
-33.9223153932193,148.232882860261,"grassland",8,23,32
-33.7467753606395,150.206305373299,"forest",39,29,68
-33.6017907079446,150.18416563282,"grassland",7,27,39
-32.7115538181712,148.980252530207,"grassland",13,26,34
-32.3756271897954,148.077502344733,"desert",36,44,44
-35.7615385953858,149.403447555826,"forest",34,29,73
-34.2985572551369,150.885990280231,"forest",20,32,67
-33.7789064524242,151.552993820344,"grassland",22,17,31
-32.6188308333488,148.32263235368,"desert",38,44,2
-33.8443695849298,150.271314635937,"grassland",13,24,50
-34.4507985765814,149.275312633938,"grassland",8,22,56
-33.1465912044775,150.915908271176,"grassland",18,16,46
-33.9563986368693,150.401024713282,"forest",40,33,88
-33.581435126582,150.97858606094,"grassland",17,21,43
-34.0789613503443,146.42880868835,"desert",46,46,9
-34.3322143110633,150.107598439854,"forest",48,29,87
-33.2033513091516,151.156744856196,"forest",40,27,85
-33.3182122514268,151.048087277534,"grassland",13,17,42
-33.5824355241463,149.624072595665,"grassland",15,26,47
-34.2889461221843,149.47319073939,"forest",41,27,95
-33.943937873882,148.550238343023,"grassland",14,26,42
-33.8095981059813,150.824492301423,"grassland",12,30,60
-32.9124099560366,150.782998738645,"forest",21,24,85
-33.8575738711075,150.602961016168,"forest",38,25,77
-32.8903273266551,150.529292629906,"forest",13,27,96
-33.6493223292916,150.8268549549,"grassland",19,25,62
-34.3399045032156,150.656590236909,"forest",21,28,72
-32.8545035147949,147.963148247844,"desert",46,43,3
-35.0020550356891,146.330332125885,"desert",36,38,27
-34.4319560448942,150.318162460913,"forest",38,27,68
-33.9760572535094,147.122193567351,"desert",50,45,12
-34.1657428994343,150.083003414881,"grassland",15,27,53
-33.6854625124044,147.452860194302,"desert",42,34,3
-33.5209391934934,150.610103177821,"grassland",18,22,42
-33.9000698858285,150.309139808807,"grassland",17,33,61
-33.0917255776992,147.073543843284,"desert",40,48,11
-32.3891634602966,150.220755039868,"grassland",7,28,41
-34.3593075034161,149.653134648046,"forest",42,28,85
-33.6549658966596,147.395260549634,"desert",42,38,8
-32.8449452595412,150.905016765666,"grassland",10,21,59
-33.8782547988142,150.903804008107,"grassland",20,20,75
-33.4192206822911,150.069790518689,"grassland",14,25,41
-33.2379754621278,150.854228214608,"grassland",13,22,55
-33.6054999696015,151.125461401807,"grassland",12,20,71
-32.5549133930785,147.836259802118,"desert",44,36,23
-33.4968129076564,150.742157825015,"grassland",25,21,58
-33.3808130590229,150.50247086524,"forest",46,26,79
-32.1884618254098,147.904061588263,"desert",28,45,38
-32.7464731683454,147.545575480194,"desert",35,52,25
-32.4634779501956,150.844784034217,"grassland",13,25,34
-32.9565716445023,147.643238325487,"desert",53,43,5
-33.8418964603444,151.335446986325,"grassland",11,22,42
-33.5588410992802,150.905060064333,"grassland",9,25,36
-33.6434663484119,151.064897724066,"forest",52,28,91
-33.8277239444799,150.877902999517,"grassland",14,23,50
-34.2934519873839,150.514779886658,"forest",27,31,57
-33.3721269795669,150.118287225597,"grassland",25,25,47
-34.8040824732028,150.033616548854,"forest",22,28,79
-34.3863108193268,150.761028364678,"grassland",14,34,55
-34.1546097367338,149.529402771369,"grassland",10,29,51
-32.3666530517051,150.047587684407,"forest",29,27,95
-33.3160277395618,150.676449719493,"forest",36,29,77
-33.313751303994,151.014896087192,"grassland",21,18,62
-36.3741118899047,148.989821908402,"forest",24,35,69
-33.145350060982,150.74658142843,"forest",28,22,97
-33.2935161473618,150.442022876549,"grassland",16,31,59
-34.2840209584813,146.934322980412,"desert",42,35,12
-33.3417060245942,151.068777932327,"grassland",21,19,44
-34.3366634817447,149.941227708606,"forest",42,29,74
-35.2561042179133,150.097962557908,"forest",22,35,51
-33.3500471585941,150.813786457086,"forest",28,31,78
-33.2806533094802,149.392753929588,"grassland",14,22,37
-33.6362094308384,149.945154823661,"forest",40,33,77
-33.0857523186427,150.252442938905,"forest",17,29,91
-33.3990265989488,151.000688014647,"grassland",22,21,63
-32.4958480222378,147.802393627348,"desert",33,44,54
-34.9416739884703,149.851380410746,"forest",36,31,50
-34.9361192336655,150.248157704443,"forest",21,31,71
-34.119374047728,146.295393758139,"desert",30,40,8
-34.3466807817812,146.533757331721,"desert",40,41,4
-34.6153740264827,150.694765015276,"grassland",11,30,39
-33.8396000499204,150.185258448309,"grassland",16,34,59
-33.1585873562899,150.3592523466,"forest",25,23,92
-33.2396523483831,151.361008294718,"grassland",14,22,39
-34.0494610704637,150.369822309369,"forest",34,30,77
-32.7133384585673,150.058252602824,"forest",25,26,96
-34.289439096407,146.728868712884,"desert",37,42,27
-33.6856653238788,151.335650109619,"grassland",19,19,47
-32.8460836176095,150.669619612311,"forest",22,23,97
-32.4153403732876,150.790005557927,"grassland",12,26,47
-33.6607616420535,150.643664100838,"grassland",19,19,34
-33.8320396342354,150.908933227886,"grassland",17,20,51
-34.065831968241,150.733088246969,"grassland",14,29,55
-33.6423165203675,149.474308639183,"grassland",13,27,49
-33.6617896070335,150.85539993526,"grassland",17,23,78
-33.6382848779507,150.091916228156,"forest",40,29,87
-33.4468119446641,151.496426797824,"grassland",13,19,34
-33.706949018684,150.423463633924,"grassland",17,33,78
-33.9942416981814,149.873719874655,"grassland",12,30,39
-35.2356320825063,145.550196903213,"desert",45,39,7
-34.7042205981698,149.604370130436,"grassland",24,31,43
-34.3283942207997,150.671689723401,"forest",29,31,76
-33.4991156360571,151.467827825558,"grassland",17,21,39
-34.0453474124166,150.368232400411,"forest",36,33,76
-32.8312808527458,150.003804578827,"grassland",16,22,58
-33.7932508946235,150.300464806901,"forest",41,26,73
-33.8624274547454,148.511038135864,"grassland",13,27,24
-34.83670868287,150.69110959559,"forest",26,26,60
-32.5844016014133,150.542362532285,"forest",26,21,96
-34.0133451366583,146.917270028118,"desert",32,38,5
-34.5283834516935,150.602426151183,"forest",30,28,87
-33.6736421752798,151.807190639893,"forest",29,32,46
-32.5675781034746,147.87728238965,"desert",36,50,33
-32.7571924321574,150.220280439237,"forest",19,28,87
-34.6802055302605,146.198137832756,"desert",38,42,13
-32.9161870728796,150.63219987878,"forest",36,24,90
-33.3456871903261,150.817051151369,"forest",32,29,87
-33.1394395381063,151.667839374533,"grassland",20,21,46
-33.2107138094041,150.60307556495,"forest",37,31,71
-32.7275125929571,147.314950622256,"desert",37,44,35
-33.6182626113275,150.625010174734,"forest",33,25,86
-33.9359521027161,146.595375988374,"desert",44,37,13
-33.6030639702914,149.846096987326,"grassland",12,26,33
-33.921805755277,150.65522984161,"grassland",13,18,57
-34.1801159177394,150.881376227411,"forest",27,27,76
-32.407412403774,149.319308196577,"grassland",14,27,51
-33.351974049672,150.906932373446,"grassland",17,19,39
-33.7702051252917,150.586611730985,"forest",43,32,88
-33.8649627621153,151.474326998267,"grassland",12,21,63
-32.526230175292,150.148055334022,"forest",18,24,94
-33.2033099090737,150.60327980802,"grassland",10,26,52
-34.5779392785141,150.141780294252,"forest",47,32,81
-33.6391858366222,150.175402124505,"grassland",15,26,46
-34.9505841544571,146.507473743689,"desert",47,35,14
-33.9012730540646,151.226157400729,"grassland",17,19,37
-33.6274890221048,150.009383336504,"grassland",16,16,50
-33.5973872457871,150.243346803835,"forest",36,31,86
-33.4638563013701,150.747499764669,"grassland",20,21,30
-35.2193781296178,150.390617224476,"forest",27,28,82
-32.4600896736511,149.973835356431,"forest",25,23,98
-34.4560284363192,149.685823592145,"forest",40,29,86
-32.7457092889437,150.665229806396,"forest",22,26,91
-32.3462710821938,148.040055633427,"desert",50,50,33
-32.4654502214477,150.986780317257,"forest",48,28,73
-32.8529230532574,147.167612765139,"desert",16,42,45
-33.1214155794846,149.044300170853,"grassland",10,29,39
-33.7945135126299,150.784200536577,"grassland",19,22,42
-33.874041538808,148.998936463793,"grassland",6,22,53
-35.318871349441,150.099785820948,"forest",20,26,86
-33.6335380236968,150.459297019976,"grassland",14,29,60
-33.9197776751143,151.192061059284,"grassland",27,19,54
-32.8332022358391,150.301073803409,"forest",25,26,92
-34.1697667907136,150.966143940151,"grassland",18,19,55
-32.8629477999476,151.061507042302,"grassland",25,22,44
-32.872220575901,150.569554844064,"forest",26,24,80
-32.1732462554715,150.021055692455,"forest",29,24,95
-33.9940979482503,151.188706463689,"forest",25,32,67
-34.2530058050914,150.861414284476,"grassland",14,20,49
-34.3213657440332,151.304567099499,"grassland",32,20,50
-32.9981017772235,147.305936125826,"desert",27,46,46
-34.9813988704389,146.161882624863,"desert",29,42,12
-34.9676789004415,150.512946478483,"forest",30,29,62
-33.3224336237091,151.516056484188,"forest",46,31,73
-33.634318992944,151.019425884162,"forest",30,25,70
-35.088271711807,150.134022053951,"forest",25,23,94
-34.7753147972414,150.172262226247,"forest",29,39,85
-33.8331461250395,149.91244631362,"forest",33,33,77
-34.2454770832068,149.526387380948,"grassland",10,27,47
-33.1547301779989,151.115396720402,"grassland",16,19,26
-33.9462714230195,150.60805555281,"grassland",23,22,46
-33.4713631419354,146.379749187372,"desert",47,44,15
-33.6891644054396,151.074553679202,"grassland",15,19,53
-33.4727147313147,150.821621183147,"grassland",16,21,53
-33.558429736433,147.360296925407,"desert",34,39,2
-33.8422932060788,151.175059580451,"grassland",20,16,50
-33.0163746780855,150.31706953916,"grassland",6,21,28
-34.180812567848,151.018177165121,"grassland",15,29,44
-33.3100539072053,150.996740191015,"grassland",18,18,53
-33.6554429269616,150.296771877705,"forest",47,27,90
-32.1259875573005,148.153842145553,"desert",43,54,24
-33.4758974907964,151.146929194694,"grassland",14,21,28
-34.1995920338861,150.693217692005,"grassland",20,19,51
-34.0712220810374,150.77125971796,"grassland",9,29,39
-32.7114593168237,147.403073412393,"desert",33,49,25
-33.9966514839545,146.76697821857,"desert",41,41,13
-32.4025106586308,149.179777377869,"grassland",6,27,39
-34.2206069173532,149.960394882753,"forest",38,27,65
-34.0280594855257,151.080429467299,"forest",33,28,91
-33.6454614291405,150.96408057232,"grassland",24,21,42
-33.9987268018574,149.25300573478,"grassland",23,23,26
-34.3505753246032,150.195386177742,"grassland",15,18,48
-33.6440750425334,150.925077485149,"grassland",18,17,62
-33.7940587920978,147.295283817442,"desert",33,37,7
-34.0231999676874,147.18588819896,"desert",44,34,8
-34.9121957256394,146.190786738888,"desert",38,38,8
-33.781178848975,150.811092900273,"grassland",9,25,55
-34.4108674433887,151.08946180278,"forest",22,29,83
-32.93101855783,150.933603038505,"forest",26,24,94
-32.7852808961602,147.409929012374,"desert",39,37,49
-33.8846730378162,150.742293181159,"forest",37,32,70
-32.6329881381787,150.753800071263,"forest",20,23,89
-32.3055447299874,147.769960000114,"desert",31,42,18
-32.032782909237,148.219072336148,"desert",31,49,33
-34.0097059676268,149.885011843618,"grassland",10,22,50
-33.6828510199947,150.917919756834,"grassland",17,22,54
-34.4067679489542,150.619740394819,"forest",19,30,79
-33.8482444410086,147.24295791131,"desert",48,38,13
-34.0929292631998,151.287748974652,"grassland",12,20,55
-33.2318737880273,150.777727618034,"grassland",20,21,62
-33.6475531317456,150.850426849633,"grassland",24,20,69
-33.5037725725491,150.658865603574,"forest",52,24,76
-34.3247833943096,146.403188265942,"desert",47,49,8
-33.836402737656,150.447203835661,"forest",34,27,93
-33.2463345635948,146.872969368482,"desert",33,43,6
-34.7293507954289,150.523065128706,"forest",19,25,78
-34.2055750803339,150.792627296661,"forest",27,34,70
-32.133627470939,148.01776656173,"desert",45,48,13
-33.7949887629453,146.924010360503,"desert",39,38,7
-33.3352549307669,148.721466882359,"grassland",6,30,41
-33.3236023874529,148.896965087129,"grassland",11,28,37
-33.5503345788024,150.594258350354,"grassland",13,15,58
-33.9175529962577,150.419133156558,"grassland",14,22,56
-33.8578514802701,150.852104060524,"grassland",24,22,66
-33.2045216190557,150.741818636634,"grassland",16,17,60
-33.8943061424237,150.602790429092,"forest",37,32,70
-33.2542208020022,150.241522816149,"forest",25,24,85
-32.8152777732869,150.526956364519,"forest",35,24,92
-33.358791076632,150.819798040939,"grassland",18,25,28
-32.598575065878,150.689392586441,"forest",23,23,66
-34.6726196790787,150.737538117306,"forest",15,27,69
-33.5904389005478,147.98558584212,"desert",32,38,5
-34.0255040502372,149.419753637453,"grassland",8,23,48
-34.474858255586,150.692317080086,"forest",29,25,79
-34.6551889213076,150.151402636234,"forest",19,27,60
-33.6003641664449,150.105412843938,"forest",44,34,78
-34.3928289545702,150.52226760634,"grassland",17,24,34
-33.9146572148875,150.355564258724,"grassland",18,32,43
-35.6302890482328,149.773337540647,"forest",17,36,80
-33.3917523193073,149.234751117115,"grassland",14,23,28
-34.5828263390927,146.637926485219,"desert",46,46,6
-33.9738093137319,150.709632802997,"grassland",18,18,60
-32.5436010557292,150.300326337042,"forest",29,30,90
-33.3961023926946,150.832392515758,"forest",46,35,79
-34.1970561197842,150.375723242553,"forest",38,31,84
-34.6283558282696,150.437873391499,"forest",24,30,76
-33.4009563942127,150.879866170548,"forest",46,32,80
-32.2373841363282,150.352150888821,"forest",22,22,90
-34.191186377114,150.074057911738,"grassland",9,24,30
-34.1133557887249,149.045066284421,"grassland",9,25,54
-34.3327875249112,150.748663327726,"grassland",17,28,58
-34.0811190253151,150.01124251676,"grassland",12,23,31
-34.3896705604743,150.912206715249,"forest",27,28,78
-34.7855168822227,149.314868839984,"forest",44,29,73
-33.8034796151681,148.842547623541,"grassland",9,20,44
-33.3937158558549,151.035908483519,"grassland",21,26,77
-33.5642719957587,150.75527262889,"grassland",25,19,72
-33.0253222726366,150.851078215653,"grassland",16,21,56
-33.2164630579835,151.11247695943,"grassland",22,22,34
-34.1274291590223,150.426431526537,"forest",35,30,77
-34.0550369832732,151.20696134383,"grassland",18,19,53
-32.1780969340169,150.074176573127,"forest",20,26,93
-34.753324933766,150.242251346471,"forest",27,36,90
-32.3922183782317,147.820595943087,"desert",31,51,32
-33.5423354329956,151.190017576903,"grassland",18,20,36
-33.7169724980329,150.741967481522,"grassland",26,20,42
-34.8522515876307,146.366804345192,"desert",35,32,10
-34.2677997716398,146.259558481454,"desert",42,36,28
-33.4161257960512,151.186696055452,"grassland",18,19,61
-33.336938081317,150.958577689533,"grassland",14,19,53
-32.6394647991524,150.310771843213,"forest",18,24,90
-33.7074261058313,151.146991635702,"grassland",20,17,32
-34.9958178609868,149.993503065072,"forest",21,30,77
-33.5117951985558,151.200681211094,"grassland",22,21,41
-34.2366617332239,150.175050506777,"forest",45,36,77
-35.3510413019066,150.450783814609,"forest",27,26,69
-33.431180007195,150.226381388293,"forest",34,27,85
-34.7499333625006,146.263783640721,"desert",47,42,11
-33.6970361696087,149.408388226781,"grassland",25,28,41
-33.1453936732514,149.78859300469,"grassland",11,20,54
-32.6890536167716,147.572121581229,"desert",43,50,26
-35.490646207896,149.881691114075,"forest",25,34,67
-33.7038746581865,150.770599638435,"grassland",16,19,51
-34.3771620188497,150.135518117992,"forest",38,32,76
-32.8676494455804,150.008439882122,"forest",21,26,89
-33.8362969788871,150.686183530677,"grassland",14,36,71
-34.2253060033248,149.20683046688,"grassland",18,26,44
-32.7530035430436,147.391828817501,"desert",28,44,21
-34.1882971350505,149.844807087332,"forest",37,33,85
-33.6724305813597,151.504883376195,"grassland",19,22,55
-33.978149276994,151.071677521376,"grassland",12,30,57
-33.1704251002385,150.217961567072,"forest",31,20,95
-33.8770323159683,150.526997444688,"grassland",19,33,79
-33.7793650788173,150.745375071321,"grassland",16,25,67
-33.7709738092835,151.124967449008,"grassland",19,20,43
-33.9836855836547,150.470660372093,"forest",28,32,83
-35.4578173840728,149.713195559215,"forest",22,26,71
-33.7699165213341,149.228285927641,"grassland",11,27,32
-34.7346771783719,146.133219037504,"desert",35,39,14
-32.7851665428285,150.454168701509,"forest",19,25,96
-32.8842128818495,147.308100141854,"desert",35,48,36
-33.4802261652342,150.675124880227,"grassland",18,23,65
-34.1610854291343,149.710307319189,"forest",34,25,79
-33.8890542913763,150.157163250638,"grassland",23,27,59
-32.890517350616,150.879355715913,"grassland",18,23,60
-33.7841723175725,149.695624146041,"grassland",16,31,31
-32.216512604997,147.877294407141,"desert",31,37,16
-34.097002133549,151.168674986459,"grassland",16,18,69
-34.0048986232352,146.476894992185,"desert",30,36,7
-33.174616864709,147.261109711337,"desert",35,45,10
-32.7880445034927,150.926711313386,"forest",21,21,93
-33.6548495912401,150.577763905539,"grassland",18,21,53
-33.6400565643578,150.898011219061,"grassland",14,22,57
-33.3994193004053,151.438862938862,"grassland",18,16,45
-33.5827261976798,147.157190982928,"desert",36,40,14
-33.7186735195847,150.881596011894,"grassland",19,19,51
-34.1993648465183,150.325192523157,"grassland",19,25,38
-32.9475384447454,147.518044920582,"desert",32,46,29
-33.1944281916158,149.512992407198,"grassland",7,30,37
-33.6086051135345,149.48083214657,"grassland",9,22,47
-34.2366599436076,150.54786245694,"grassland",13,32,64
-32.4394357554856,150.374667189358,"forest",23,26,98
-32.7415266009768,151.141748536261,"grassland",17,19,52
-33.5756980532146,150.367690962922,"grassland",20,17,64
-33.6232988519888,150.929184230661,"grassland",15,23,69
-34.2910976188838,149.409043003541,"grassland",11,28,33
-34.4140078337104,149.702075632982,"forest",39,36,57
-34.3032909009263,146.15150608617,"desert",33,40,7
-34.9060337927606,149.063650275093,"grassland",12,25,53
-32.9548796761339,150.796860160518,"grassland",32,21,41
-33.2770568203805,150.872082014607,"grassland",13,17,41
-32.2433006442459,147.795832821583,"desert",39,51,25
-34.7308251463933,150.290503148523,"forest",36,30,91
-32.5583494781622,150.909921343452,"forest",30,22,89
-34.0784143831025,149.970367217166,"grassland",14,26,56
-33.8328371206401,150.708026889236,"grassland",13,18,46
-35.4041660962966,150.2910327703,"forest",26,34,60
-32.4898487467943,150.064322081027,"grassland",22,27,27
-33.0774958321256,147.998570071832,"desert",27,39,23
-33.5427799051222,151.422791499426,"grassland",29,21,41
-35.53060616543,149.522968543153,"forest",26,26,80
-34.0053267155246,150.785104662438,"grassland",17,20,37
-35.1510567466493,149.821040075296,"forest",34,30,75
-32.2712478849971,148.004796769017,"desert",45,51,34
-32.9285283005895,150.849266325522,"grassland",18,20,42
-35.0415441014338,149.994644794233,"forest",28,29,68
-32.9552960446706,149.533980599946,"grassland",12,27,36
-33.5278819934782,151.0043149247,"grassland",17,21,46
-34.0758425291163,150.754992102553,"grassland",13,28,65
-33.2367521668599,150.814687934873,"forest",27,25,92
-33.1679485471155,150.994822951253,"grassland",12,21,43
-34.0387143997637,146.808463619379,"desert",33,33,12
-32.880756111521,150.260953245533,"forest",22,21,75
-34.319188115966,151.289291068673,"grassland",23,21,43
-34.4296215881652,150.93057919069,"grassland",15,21,66
-34.046721284088,146.410146356121,"desert",55,39,20
-33.0356909625353,150.309335615163,"forest",31,27,85
-33.8656422269106,146.877255389451,"desert",43,37,4
-33.5488759321848,150.39892508567,"grassland",20,27,71
-34.0445636596549,146.61169775558,"desert",41,43,11
-34.4078006431259,151.331699202666,"grassland",19,31,80
-33.594729805898,150.937896200545,"grassland",18,20,54
-33.0155755379149,147.839518381514,"desert",38,44,2
-33.4801187695128,150.629087247534,"grassland",19,20,39
-32.8738333476265,150.327730392656,"forest",23,25,85
-33.3874386227142,149.414100367933,"grassland",15,24,37
-32.3480615929703,150.614387426476,"forest",15,23,98
-35.0804302180051,150.602561830359,"forest",27,31,53
-31.9638212023845,149.930500813007,"forest",27,23,91
-34.3273148732696,150.909012608348,"grassland",18,33,51
-34.1276846573039,150.24696030545,"forest",38,31,72
-32.5433043470585,150.171355393568,"forest",31,27,91
-33.7676409016504,147.322967918511,"desert",46,42,5
-33.5858576680476,151.27254651559,"grassland",19,22,43
-35.7385033737981,149.459075345906,"forest",25,32,83
-33.0309660326507,150.394862671572,"forest",29,22,90
-33.7384914173996,151.659988666021,"grassland",19,21,39
-34.988395987334,145.946055876683,"desert",27,42,16
-33.4003711090111,150.516871913343,"grassland",16,16,43
-35.1680723471341,150.422279406095,"forest",38,35,80
-33.3070389637345,151.234457148562,"grassland",18,16,56
-32.81625928175,147.371234511976,"desert",37,40,22
-32.780939497096,147.469767321831,"desert",41,44,39
-34.78473869295,149.706369867088,"forest",25,34,74
-34.9100928551848,149.933848930457,"forest",26,27,76
-34.3289387573788,150.380899908725,"grassland",14,28,58
-32.7517058740075,147.631512586315,"desert",48,58,14
-33.7976605751059,149.029479592694,"grassland",13,25,42
-33.9546870283143,150.726349644904,"grassland",14,31,58
-32.5804225326649,150.843134777864,"forest",23,20,98
-35.0726286041817,145.21515079922,"desert",44,40,8
-33.4278095519746,149.631480177053,"grassland",15,20,37
-34.4628888073854,149.441300032619,"forest",40,29,93
-35.54385668042,150.126180418735,"forest",23,31,76
-33.1448454721522,150.673329455516,"grassland",15,23,33
-34.4109526361791,146.732667562511,"desert",43,46,6
-33.4410605259603,150.49444428626,"grassland",14,25,41
-32.5812543406241,147.78817076144,"desert",42,47,42
-33.1882203371193,148.122747442951,"desert",34,42,14
-32.4020316589631,147.949236281773,"desert",46,44,46
-34.0560949595242,149.869300971213,"grassland",13,24,32
-33.4268800514633,151.14583880794,"grassland",14,21,43
-32.8639411014292,150.795032279692,"grassland",12,21,59
-34.108698490874,151.37444282093,"grassland",18,24,35
-33.9667899306845,150.305933091611,"forest",42,33,89
-33.623396019015,150.326177257704,"forest",37,28,76
-32.5671476009543,147.42974339455,"desert",35,53,43
-34.5936996526085,146.449272556684,"desert",49,40,8
-34.2694418104601,150.380100707989,"grassland",10,25,44
-33.6711226921915,149.277020175011,"grassland",10,27,58
-33.8316967289861,150.164029186939,"grassland",22,21,39
-34.4086695158408,150.485875104214,"forest",23,31,79
-33.9147693642124,150.397025350257,"forest",38,28,74
-34.8410500639091,146.21815967139,"desert",65,39,7
-32.5315470071884,150.426889749226,"forest",23,31,90
-32.6097415144156,150.496947704687,"forest",19,25,92
-33.0913135919097,149.31089375813,"grassland",10,25,37
-33.9688064527102,150.734996790289,"grassland",22,32,48
-32.1789571601428,147.852084390522,"desert",31,47,37
-33.2808419562435,150.902612593021,"grassland",16,20,59
-32.278305869056,150.587630668531,"forest",21,26,86
-33.1142972939268,147.499736034301,"desert",42,39,16
-35.7719665459905,149.421272257996,"forest",28,29,63
-34.8184488511136,146.293449191243,"desert",39,32,9
-33.6211316639091,150.342780791901,"grassland",28,18,60
-33.2683664727055,150.74666234276,"grassland",17,19,29
-33.7437704610779,150.772419350152,"grassland",13,20,65
